,original,action,situation,session_id,litw,socialchem,delphi,gpt4,age,gender,ethnicity,religion,education,country_longest,country_residence,native_language
7405,keeping your sexual identity private.,['keeping out your sexual identity very private.'],not telling my grandpa I am transgender,475.0,0.0,-0.2,0.0,0.0,20-30,woman,white,christian,graduate school,English-Speaking,English-Speaking,english
7406,hurting somebody who's stealing from you,"[""maybe hurting somebody who's stealing her from the you""]",I hurt a thief real bad.,475.0,-1.0,-0.3333333333333333,-1.0,-1.0,20-30,woman,white,christian,graduate school,English-Speaking,English-Speaking,english
7407,leaving your family and friends behind just to get an education.,['leaving your family back and friends behind just helps to someday get back an education.'],wanting to go to college out of state,475.0,0.0,-1.0,1.0,0.0,20-30,woman,white,christian,graduate school,English-Speaking,English-Speaking,english
7408,having clear boundaries with family members.,['having fairly clear boundaries only with family and members.'],cutting my older sister out of my life,475.0,1.0,0.0,0.0,1.0,20-30,woman,white,christian,graduate school,English-Speaking,English-Speaking,english
7409,keeping food overly long in the freezer.,['always keeping food not overly long there in the freezer.'],I have a 5 year old turkey in my freezer.,475.0,0.0,-1.0,-1.0,0.0,20-30,woman,white,christian,graduate school,English-Speaking,English-Speaking,english
7410,telling a woman what to do.,['telling a two woman both what to fucking do.'],telling a woman to prioritize gas over food,475.0,-1.0,-1.1666666666666667,-1.0,-1.0,20-30,woman,white,christian,graduate school,English-Speaking,English-Speaking,english
7411,letting your kids solve their own problems.,['or letting your respective kids both solve their own problems.'],Girl Unhappy With Her Room Should Take Charge Herself,475.0,1.0,0.1666666666666666,1.0,0.0,20-30,woman,white,christian,graduate school,English-Speaking,English-Speaking,english
7412,not having a plan for the rest of your life,['not without having a plan for living the rest of living your life'],I don't know where I am going in life anymore.,475.0,-1.0,0.0,1.0,0.0,20-30,woman,white,christian,graduate school,English-Speaking,English-Speaking,english
7413,destroying someone's reputation.,"[""destroying into someone'′ s reputation.""]",destroying my clasmmate reputation when he threw bleach at my right eye,475.0,-1.0,-1.6,-1.0,-1.0,20-30,woman,white,christian,graduate school,English-Speaking,English-Speaking,english
7414,partaking in a showy wedding ritual.,['secretly partaking together in a showy wedding like ritual.'],In Your Face Wedding Ritual Deserves a Good Riddance,475.0,0.0,-1.2,-1.0,0.0,20-30,woman,white,christian,graduate school,English-Speaking,English-Speaking,english
7415,letting others lead you on.,['letting others sometimes lead and you on.'],leading on a white girl,475.0,-1.0,-0.75,-1.0,-1.0,20-30,woman,white,christian,graduate school,English-Speaking,English-Speaking,english
7416,having a sleepover with your family.,['enjoy having a nice sleepover together with your family.'],Mom Tries to Turn Cousin Sleepover Into Moneymaker for Daughter,476.0,1.0,0.6666666666666666,1.0,1.0,10-20,non-binary,white,jew,high school,English-Speaking,English-Speaking,english
7417,always carrying alternate forms of money to the store in case your card is declined.,['riders always carrying alternate chinese forms of money return to the store in case if your card back is declined.'],"At the counter, however, my card was declined, so I put it all back.",477.0,0.0,0.4,0.0,0.0,40-50,man,white,,phd,English-Speaking,English-Speaking,english
7418,getting people fired.,['plus getting two people fired.'],My goal is to get my teammates fired,477.0,0.0,-1.6666666666666667,-1.0,-1.0,40-50,man,white,,phd,English-Speaking,English-Speaking,english
7419,having reservations about trusting someone completely.,['having certain reservations always about ever trusting someone completely.'],"telling my girlfriend, that I want her full trust or none",477.0,1.0,0.0,0.0,0.0,40-50,man,white,,phd,English-Speaking,English-Speaking,english
7420,wanting others to perform bodily functions on you.,['wanting others to actually perform strange bodily manipulation functions on you.'],I want to serve as a human toilet for women,477.0,0.0,-1.5,1.0,-1.0,40-50,man,white,,phd,English-Speaking,English-Speaking,english
7421,having a weird sexual kink.,['always having felt a weird sexual side kink.'],I have a weird kink,477.0,0.0,0.0,0.0,0.0,40-50,man,white,,phd,English-Speaking,English-Speaking,english
7422,wasting food.,['stupid wasting food.'],stomping on a girls apple and making her clean it up,477.0,-1.0,-1.0,-1.0,-1.0,40-50,man,white,,phd,English-Speaking,English-Speaking,english
7423,disparaging the reputation of someone that throws chemicals in your eyes.,['disparaging the reputation process of someone that just throws nasty chemicals back in your pretty eyes.'],destroying my clasmmate reputation when he threw bleach at my right eye,477.0,-1.0,0.0,0.0,-1.0,40-50,man,white,,phd,English-Speaking,English-Speaking,english
7424,letting drunk people stay in your place.,['by letting you drunk people stay home in your place.'],"forcing a drunk, vulnerable girl out of my apartment",477.0,1.0,-0.6666666666666666,-1.0,0.0,40-50,man,white,,phd,English-Speaking,English-Speaking,english
7425,spending time outdoors.,['spending extra time together outdoors.'],"Almost immediately, he felt a big tug on his small hook.",477.0,2.0,1.0,1.0,1.0,40-50,man,white,,phd,English-Speaking,English-Speaking,english
7426,helping children.,['helping troubled children.'],Sara decided to start a children's daycare in her home.,477.0,2.0,1.0,1.0,1.0,40-50,man,white,,phd,English-Speaking,English-Speaking,english
7427,telling your parents to butt out of your love life.,['telling your parents to come butt them out of having your normal love life.'],Protective Mom Gives Boy Dating Her Daughter the Third Degree,477.0,0.0,0.0,0.0,0.0,40-50,man,white,,phd,English-Speaking,English-Speaking,english
7428,keeping your identity secure at all costs.,['constantly keeping your identity highly secure at all associated costs.'],Identity Theft Among Families Adds New Wrinkle to Fraud,477.0,-1.0,0.6666666666666666,0.0,0.0,40-50,man,white,,phd,English-Speaking,English-Speaking,english
7429,being nice to your friends and inviting them to do things with you.,['being very nice to your friends all and basically inviting from them to do all things with you.'],not inviting my friend to a vacation,477.0,1.0,0.5,1.0,1.0,40-50,man,white,,phd,English-Speaking,English-Speaking,english
7430,following your parents' demands.,"[""following with your other parents'demands.""]","not traveling to my sibling's state/home for the holidays at my parents' demands and effecitively ""ruining Christmas"" by not all being together for the first year",477.0,0.0,0.3333333333333333,0.0,0.0,40-50,man,white,,phd,English-Speaking,English-Speaking,english
7431,being open with your children about sex.,['remember being open up with your two children about sex.'],Mother's Up-Front Talk Sets Daughter Straight About Sex,477.0,1.0,0.5,0.0,0.0,40-50,man,white,,phd,English-Speaking,English-Speaking,english
7432,being with the one you love.,['especially being with not the one girl you love.'],I’m still with my boyfriend who I was previously in an abusive relationship with,477.0,1.0,0.3333333333333333,1.0,1.0,40-50,man,white,,phd,English-Speaking,English-Speaking,english
7433,teaching children bad words in a controlled environment.,['teaching children bad curse words often in a controlled learning environment.'],Potty Mouthed Parents Are Setting Bad Example for Kids,477.0,1.0,0.0,-1.0,-1.0,40-50,man,white,,phd,English-Speaking,English-Speaking,english
7434,refusing when you don't want to.,"[""refusing the when until you obviously don't want to.""]",Unfortunately her son refused because he loved his current favorite.,477.0,1.0,-0.25,0.0,0.0,40-50,man,white,,phd,English-Speaking,English-Speaking,english
7435,remaining friends with someone who has caused hardship for your significant other,['remaining friends or with someone or who has caused hardship for being your own significant other'],pressuring my girlfriend to break off her friendship with her bestfriend cause he bullied me and forced me to a different school,477.0,-1.0,-1.0,1.0,-1.0,40-50,man,white,,phd,English-Speaking,English-Speaking,english
7436,procrastinating tasks.,['local procrastinating building tasks.'],The minute she joined she wondered why she hadn't joined sooner.,477.0,-1.0,-1.0,-1.0,-1.0,40-50,man,white,,phd,English-Speaking,English-Speaking,english
7437,giving up on your relationship.,['giving back up positions on your relationship.'],I don't think my relationship will last,477.0,-1.0,-1.0,-1.0,0.0,40-50,man,white,,phd,English-Speaking,English-Speaking,english
7438,causing drama where there doesn't have to be any.,"[""anyone causing any drama where there else doesn't have to really be any.""]",Woman Questions Her Place In New Partner's Life,477.0,-2.0,-1.1666666666666667,-1.0,-1.0,40-50,man,white,,phd,English-Speaking,English-Speaking,english
7439,expecting a friend to give you money.,['expecting me a nice friend to give over you money.'],not giving a friend money,477.0,-1.0,-1.0,-1.0,0.0,40-50,man,white,,phd,English-Speaking,English-Speaking,english
7440,being competitive with a significant other's family.,"[""being extremely competitive with a single significant other'′ s family.""]","Her biggest challenger is her boyfriend's mom, Lori.",477.0,-1.0,-1.0,-1.0,0.0,40-50,man,white,,phd,English-Speaking,English-Speaking,english
7441,informing your boss about illegal or unethical activities you observe during work.,['to informing your own boss about illegal activities or unethical business activities you observe people during work.'],I got her fired and I don't regret it.,477.0,1.0,0.8333333333333334,0.0,1.0,40-50,man,white,,phd,English-Speaking,English-Speaking,english
7442,turning down your roommate when they ask you for a favor.,['why turning down only your roommate when they would ask you about for a favor.'],Tom asked his roommate to record the show for him.,479.0,0.0,0.0,1.0,0.0,10-20,,white,,phd,English-Speaking,English-Speaking,english
7443,being with someone who is still talking to their old flame.,['being reunited with someone who is still talking to be their good old longtime flame.'],Wife Isn't Hot to Play Host for Husband's Old Flame,479.0,0.0,-1.0,-1.0,0.0,10-20,,white,,phd,English-Speaking,English-Speaking,english
7444,most people loving tacos.,['but most other people loving tacos.'],They convinced their mom to take them to get tacos.,479.0,2.0,0.0,0.0,1.0,10-20,,white,,phd,English-Speaking,English-Speaking,english
7445,wanting to get back at someone.,['wanting just to get back good at helping someone.'],giving a woman a taste of her own behavior,479.0,-1.0,-0.5,-1.0,-1.0,10-20,,white,,phd,English-Speaking,English-Speaking,english
7446,getting your partner to dump you.,['getting up your bad partner off to dump you.'],Trying to get my boyfriend to dump me,479.0,-2.0,-1.0,-1.0,-1.0,10-20,,white,,phd,English-Speaking,English-Speaking,english
7447,making others look bad.,['liked making others look like bad.'],Home Stylist's Fading Skills Color a Longtime Friendship,479.0,-2.0,-1.0,-1.0,-1.0,10-20,,white,,phd,English-Speaking,English-Speaking,english
7448,asking questions.,['no asking questions.'],Is this person still a friend...?,479.0,2.0,0.0,0.0,0.0,10-20,,white,,phd,English-Speaking,English-Speaking,english
7449,being respectful and accepting when someone says they would like a certain flavor of food for a new product.,['being respectful and accepting when another someone says they would like a selected certain flavor line of food especially for a healthy new food product.'],I don’t care if this is gross. I want there to be peanut butter flavored Pringles.,479.0,1.0,0.3333333333333333,0.0,1.0,10-20,,white,,phd,English-Speaking,English-Speaking,english
7450,giving your heart and soul to others.,['by giving your pure heart to and soul to others.'],I give my heart and soul into everything I do but I’m left with very little,479.0,0.0,1.1666666666666667,1.0,1.0,10-20,,white,,phd,English-Speaking,English-Speaking,english
