original,translated,lang
having a weird sexual kink.,Tener una extraña perversión sexual.,es
having a weird sexual kink.,tendo uma estranha torção sexual.,pt
taking your parents to a sports game.,اصطحاب والديك إلى مباراة رياضية.,ar
taking your parents to a sports game.,带你的父母去看一场体育比赛。,zh-CN
taking your parents to a sports game.,emmener tes parents à un match de sport.,fr
taking your parents to a sports game.,Deine Eltern zu einem Sportspiel mitnehmen.,de
taking your parents to a sports game.,अपने माता-पिता को खेल-खेल में ले जाना।,hi
taking your parents to a sports game.,Llevar a tus padres a un partido de deportes.,es
taking your parents to a sports game.,levar seus pais para um jogo de esportes.,pt
being private.,كونها خاصة.,ar
being private.,是私人的。,zh-CN
being private.,étant privé.,fr
being private.,privat sein.,de
being private.,निजी होना.,hi
being private.,siendo privado.,es
being private.,sendo privado.,pt
children doing risky things.,الأطفال يفعلون أشياء محفوفة بالمخاطر.,ar
children doing risky things.,孩子们做危险的事情。,zh-CN
children doing risky things.,les enfants font des choses risquées.,fr
children doing risky things.,Kinder tun riskante Dinge.,de
children doing risky things.,बच्चे जोखिम भरे काम कर रहे हैं.,hi
children doing risky things.,niños haciendo cosas riesgosas.,es
children doing risky things.,crianças fazendo coisas arriscadas.,pt
telling a woman what to do.,إخبار المرأة بما يجب أن تفعله.,ar
telling a woman what to do.,告诉女人该做什么。,zh-CN
telling a woman what to do.,dire à une femme quoi faire.,fr
telling a woman what to do.,"Einer Frau sagen, was sie tun soll.",de
telling a woman what to do.,एक महिला को बताएं कि क्या करना है.,hi
telling a woman what to do.,decirle a una mujer qué hacer.,es
telling a woman what to do.,dizendo a uma mulher o que fazer.,pt
having sex.,ممارسة الجنس.,ar
having sex.,发生性行为。,zh-CN
having sex.,avoir des relations sexuelles.,fr
having sex.,Sex haben.,de
having sex.,सेक्स करना.,hi
having sex.,tener relaciones sexuales.,es
having sex.,fazendo sexo.,pt
feeding your pets leftovers from your dinner plate.,إطعام حيواناتك الأليفة بقايا الطعام من طبق العشاء الخاص بك.,ar
feeding your pets leftovers from your dinner plate.,用餐盘里的剩菜喂宠物。,zh-CN
feeding your pets leftovers from your dinner plate.,nourrir vos animaux avec les restes de votre assiette.,fr
feeding your pets leftovers from your dinner plate.,Füttern Sie die Essensreste Ihres Haustiers.,de
feeding your pets leftovers from your dinner plate.,अपने पालतू जानवरों को अपनी खाने की थाली से बचा हुआ खाना खिलाएं।,hi
feeding your pets leftovers from your dinner plate.,Alimenta a tus mascotas con las sobras de tu plato.,es
feeding your pets leftovers from your dinner plate.,alimentar seus animais de estimação com sobras de seu prato.,pt
questioning your sexual orientation.,التشكيك في ميولك الجنسية.,ar
questioning your sexual orientation.,质疑你的性取向。,zh-CN
questioning your sexual orientation.,remettre en question votre orientation sexuelle.,fr
questioning your sexual orientation.,Ihre sexuelle Orientierung in Frage stellen.,de
questioning your sexual orientation.,आपके यौन रुझान पर सवाल उठाना।,hi
questioning your sexual orientation.,cuestionar su orientación sexual.,es
questioning your sexual orientation.,questionando sua orientação sexual.,pt
wanting a partner to handle their home responsibilities on their own.,الرغبة في أن يتولى الشريك مسؤولياته المنزلية بمفرده.,ar
wanting a partner to handle their home responsibilities on their own.,希望有一个伴侣能够独自承担家庭责任。,zh-CN
wanting a partner to handle their home responsibilities on their own.,vouloir un partenaire pour gérer seul ses responsabilités domestiques.,fr
wanting a partner to handle their home responsibilities on their own.,"Sie wünschen sich einen Partner, der ihre häuslichen Pflichten alleine erledigt.",de
wanting a partner to handle their home responsibilities on their own.,वे एक ऐसे साथी की तलाश में हैं जो अपनी घरेलू जिम्मेदारियों को खुद संभाल सके।,hi
wanting a partner to handle their home responsibilities on their own.,querer una pareja que se encargue de las responsabilidades del hogar por su cuenta.,es
wanting a partner to handle their home responsibilities on their own.,querer que um parceiro cuide de suas responsabilidades domésticas por conta própria.,pt
following the rules.,اتباع القواعد.,ar
following the rules.,遵守规则。,zh-CN
following the rules.,suivre les règles.,fr
following the rules.,den Regeln folgen.,de
following the rules.,नियमों का पालन करते हुए।,hi
following the rules.,siguiendo las reglas.,es
following the rules.,Seguindo as regras.,pt
having too much body hair.,وجود الكثير من شعر الجسم.,ar
having too much body hair.,体毛过多。,zh-CN
having too much body hair.,avoir trop de poils sur le corps.,fr
having too much body hair.,zu viel Körperbehaarung haben.,de
having too much body hair.,शरीर पर बहुत अधिक बाल होना।,hi
having too much body hair.,Tener demasiado vello corporal.,es
having too much body hair.,ter muitos pelos no corpo.,pt
being into cuckolding.,يجري في الديوث.,ar
being into cuckolding.,正在热衷于戴绿帽子。,zh-CN
being into cuckolding.,être dans le cocu.,fr
being into cuckolding.,auf Cuckolding stehen.,de
being into cuckolding.,व्यभिचारी पति के साथ व्यवहार करना।,hi
being into cuckolding.,estar metido en los cuernos.,es
being into cuckolding.,estar em traição.,pt
being in charge at work,كونه المسؤول في العمل,ar
being in charge at work,在工作中负责,zh-CN
being in charge at work,être responsable au travail,fr
being in charge at work,bei der Arbeit verantwortlich sein,de
